,mean_nni,sdnn,rmssd,nni_50,lf,hf,lf_hf_ratio,ratio_sd2_sd1,sd2,sampen
0,0.3382123172868199,0.682046585917726,0.4415210465093654,0.7540983606557378,0.2587573110383637,0.24517658877903142,0.5192096144385943,0.31539213007678274,0.6828208962646756,0.14495867005734853
1,0.31407328020727676,0.6330045000943831,0.4016941926519228,0.6065573770491803,0.23978744128953672,0.2613326471762575,0.3950289658913151,0.32352217876427175,0.6339068177323505,0.16041198037047433
2,0.3932872466411874,0.7433205466415378,0.6010039056378171,0.8524590163934427,0.43435902358353784,0.4654434873347735,0.41143483194230435,0.20183285557379377,0.7414717430015179,0.3752490423891233
3,0.33340135716807473,0.6042651511644628,0.4478264686048389,0.7950819672131147,0.21678193460751768,0.21428068669106368,0.4787645435301894,0.2401508353664284,0.6037637775562695,0.5251091268615908
4,0.2681585793156098,0.36400497764655065,0.37489742338019516,0.3524590163934426,0.20742196082149986,0.2292504190357411,0.38282789318293997,0.09219564077715259,0.3609438199061613,0.40135071611464046
5,0.30059996063999916,0.7089801122201203,0.3913481215430867,0.9098360655737705,0.21725835734245874,0.22072913468465485,0.4542870922078224,0.4116385603989348,0.7110431992243053,0.17291306918042404
6,0.404440525821675,0.7040221684734103,0.39884920726115947,0.8360655737704918,0.17210312808518413,0.16988836456581594,0.478020087415036,0.39506216021948887,0.7058920165362337,0.15504263142010577
7,0.3289379184781962,0.7090727858301555,0.37113067794394633,0.680327868852459,0.18053081772024238,0.18484172914170602,0.4461330090360509,0.44560965986148565,0.7114830893536912,0.09876184384823632
8,0.25489539544469464,0.24617054879847533,0.14121097501280983,0.1557377049180328,0.03942945966431414,0.031446249463724985,0.6349065293426751,0.3134541954037669,0.2470150813570753,0.12276583275769455
9,0.30302613978073123,0.10115652970032951,0.0,0.12295081967213116,0.0,0.0,0.09885818840322813,0.6624607752836655,0.10271273834891356,0.19167796969534584
10,0.41355918982153606,0.7888230527540139,0.34510097546706786,0.5409836065573771,0.14999814844363976,0.13615412095487084,0.5546501687040866,0.5792898129209942,0.7925022426657083,0.06157077655860292
11,0.25582450817738334,0.67591801639695,0.3743690370281676,0.6065573770491803,0.20131725112195598,0.18301107965937458,0.5568127491339739,0.4067477093214585,0.677880710458179,0.06708561457089217
12,0.42411051208065076,0.5909007243397941,0.29173580607865995,0.6065573770491803,0.12048838146221358,0.1096682994428181,0.5485963839152193,0.4697520846823569,0.5932708258844079,0.09598621521977983
13,0.2871472592982154,0.5034162572731062,0.22875598510319778,0.5081967213114754,0.06482464313815366,0.06717736883917949,0.42257459442870127,0.5071439108330245,0.5058175361175389,0.09509230605478898
14,0.4617449154943021,0.7743226198473421,0.3701722201925501,0.5901639344262295,0.16393928090881588,0.1465791335702452,0.5706165334097625,0.5132029286629161,0.7774773697358214,0.07303962638810894
15,0.25551381476628765,0.5413307486552605,0.3050792098160916,0.38524590163934425,0.14516331074491548,0.13186121608780862,0.5534792122000419,0.3828108356143894,0.5428847737059241,0.06021888165455723
16,0.2678902107828376,0.3545401903682612,0.16477231751280552,0.319672131147541,0.05145995945601152,0.05470149068462558,0.397504551450352,0.4527950751256931,0.3563058474476837,0.07501706526341266
17,0.2556484787018365,0.37255460493718323,0.20628941276136814,0.4754098360655738,0.07914413696665538,0.08073623069737774,0.4392661716326809,0.36530210300524285,0.37380575104097014,0.0961313865264624
18,0.37444180513562975,0.6031338198182641,0.3346263707673848,0.5983606557377049,0.15429002679517642,0.13545335677109147,0.5878743805418166,0.39885450634677905,0.6049170759798946,0.09394904027819036
19,0.3702990117923288,0.5268411869698644,0.264236679736532,0.45081967213114754,0.10899070441633182,0.09695893927492566,0.56872873526895,0.450085433963161,0.5289336751250538,0.08083244300641305
20,0.4378596086810038,0.7137155188534943,0.3113736152374331,0.48360655737704916,0.13976361297077974,0.13191823725611362,0.5166356432965844,0.5717017680672722,0.7171064759888991,0.048915573136287305
21,0.25602900161223774,0.2994055524844278,0.0915788996542705,0.20491803278688528,0.019723665159580656,0.019771038963884824,0.4059225992568246,0.6493579378614169,0.30168315961865666,0.07799456903715708
22,0.2629064747776031,0.3428977573950664,0.1248944085712368,0.1475409836065574,0.04249468273464652,0.037121053506714186,0.5552899171573129,0.5834113949964403,0.34515184143310773,0.037843955174727315
23,0.27290052632699924,0.3602701272547612,0.16631421070465852,0.28688524590163933,0.05251686317241986,0.053663429149806756,0.4292993386077272,0.45844906477271125,0.3620759551421713,0.05160087012603366
24,0.2816319898124997,0.5636712819435921,0.33679591830033173,0.42622950819672134,0.17722364155089712,0.1731214777945999,0.487755226090814,0.35183055114706513,0.564918342361071,0.027643497590705557
25,0.28810418027517537,0.39509890622130855,0.14647315364915925,0.20491803278688528,0.0348225771984691,0.033361047830348156,0.4678636814435342,0.5998924195080888,0.3975791408796917,0.03746211017648801
26,0.2938238318885138,0.4225169810434904,0.19344702784685597,0.38524590163934425,0.06407176388643035,0.06826381023501858,0.4000857017698275,0.4824326573739866,0.4245838319691425,0.06168716506714213
27,0.19638617470564346,0.2292652634919981,0.15487873809407648,0.26229508196721313,0.054339362915447914,0.05326426615299595,0.46442374866385006,0.24168690738654647,0.2295696334093764,0.06881332487236173
28,0.23659090781711534,0.20905752353936619,0.10521386979335785,0.09836065573770492,0.03192527690881063,0.028289492726524503,0.5278677485066464,0.3505028562827756,0.21011274864661403,0.08405744021359578
29,0.2634572469593255,0.45413241848239033,0.28735751802084636,0.5737704918032787,0.12699105484927237,0.1267482356067351,0.4649384442087722,0.3096264300278277,0.4548855396831052,0.08027325257890462
30,0.31888356500190196,0.5050962735950912,0.26878230139074744,0.4754098360655738,0.092221614936628,0.0937493465014055,0.4447092591505929,0.4112942075196451,0.5068558001944774,0.059813562870661724
31,0.2724630412253384,0.4645472146548298,0.21925878403973342,0.2540983606557377,0.07789020050811045,0.0744987192243335,0.49448004112297017,0.47494662691679285,0.46666933349000617,0.028818470047241473
32,0.21873611322982223,0.34044234824998076,0.177948736286332,0.2377049180327869,0.05944053740305145,0.06345561079196207,0.39711951142673785,0.38674272995764364,0.34181150857510456,0.07197480862535917
33,0.24278632677894052,0.21611381024727166,0.09472057411586805,0.1557377049180328,0.024797159102591327,0.026074973352020324,0.38321670427691745,0.4114723348716855,0.21744911636302364,0.09641654609816276
34,0.1430358104062106,0.10829449695292204,0.040749844821464834,0.07377049180327869,0.007711157841457454,0.0077929569562106985,0.33445922859231825,0.34127347646949596,0.10926946691680214,0.1742713469565642
35,0.29958471154839206,0.6345835387826246,0.2986407623389198,0.7131147540983607,0.1331901342984216,0.14849680540060306,0.3729577595041984,0.5074299877780626,0.6373276379358432,0.13916940834236569
