,mean_nni,sdnn,rmssd,nni_50,lf,hf,lf_hf_ratio,ratio_sd2_sd1,sd2,sampen
0,0.9590129701682244,0.6596139883674876,0.28447662494733694,0.2520325203252033,0.08366280338599041,0.05282162556338093,0.773543035713013,0.5771017748740621,0.6615655705233292,0.014447808921554048
1,0.8602743113766635,0.8893566313845139,0.4472337494713229,0.5284552845528455,0.15002422379240735,0.11453069756581898,0.5559266404311723,0.496223628653747,0.8906575709669694,0.09362015983839693
2,0.700635198330327,0.6283913828700323,0.3483958533387971,0.39837398373983746,0.12341885443614106,0.0874872046791637,0.641902714703216,0.4126969317994194,0.628976190994737,0.0603352509850973
3,0.8784000858822392,0.9186471337009023,0.4591081850737173,0.5040650406504065,0.1472002830037352,0.15881790093042447,0.19894713891431193,0.5025758316133768,0.9200108127160542,0.048882793284983586
4,0.8171233938915186,0.8032689217384591,0.3866907975157296,0.5284552845528455,0.15841325250713284,0.09938376980418286,0.8167249995855049,0.5193436794691064,0.8048141195099039,0.06105063531722822
5,0.5099651447962716,0.8187925210277048,0.4444021503891453,0.6097560975609756,0.23314231498643154,0.1789099427081908,0.5580833399037425,0.4407941485456041,0.8194886611609908,0.08740734325316098
6,1.0,0.9477950971066533,0.3993487907941953,0.41463414634146345,0.15782347207255323,0.09841758989712118,0.8253081545465691,0.6311044954629601,0.9503281936283292,0.029260071105646587
7,0.6505446785268045,0.6164738678069585,0.2532085889651307,0.4959349593495936,0.07760223514363947,0.056041214834474336,0.5994053472721604,0.6027963196730157,0.6185500703210846,0.043752266638406326
8,0.9454215224023814,0.7705785337545344,0.20290468999696232,0.26829268292682934,0.05636386254771711,0.03876250891597818,0.637706764209783,1.0,0.7743465300741279,0.0
9,0.8001865469711857,0.9549682954959304,0.4784431930314107,0.5365853658536586,0.2101082557362957,0.14883407661710432,0.6578239874213857,0.5032096350009512,0.9563319301189135,0.07567854374673567
10,0.7461679017482492,0.7327271193743974,0.26642307792151776,0.38211382113821146,0.07659009202048389,0.05907795837188706,0.5226230963903044,0.7157535511984241,0.7354951865607747,0.05800205901147169
11,0.7154175550168476,0.6689535997022482,0.2844989194837489,0.4796747967479676,0.0936345915431889,0.068832211326455,0.5866206696105208,0.5883956000741972,0.6709809315054689,0.06735711801615922
12,0.7263093790888941,0.565302992062279,0.2565711063890071,0.39024390243902446,0.09582592566112724,0.0694943035249277,0.6039090138517594,0.526910525566535,0.5669038272892817,0.03820219629667977
13,0.7641641897301228,0.7409720145218988,0.2302755879954268,0.3089430894308944,0.07326383129404897,0.04486078357597784,0.8046119198625487,0.8450214833060457,0.7442490509878759,0.01794627090417078
14,0.8901938644071601,0.8588690473237721,0.3251433442825238,0.4390243902439025,0.10211050562298092,0.07488895035254767,0.5927914750699169,0.7055812409948972,0.8617673641472877,0.05846770516735923
15,0.9193970870289738,0.7228061094614107,0.32909742761343835,0.45528455284552855,0.12200370703586258,0.07709158822423987,0.7947312004012658,0.5489854044484939,0.7245881817047695,0.05009170552284879
16,0.7626225670902236,0.7679756565668966,0.3459941169076371,0.4227642276422765,0.11658340656659605,0.08906333769386082,0.5484392122696137,0.5618690197380096,0.7698699608163481,0.03721976387431368
17,0.7325178289464116,0.82564581943168,0.3555260439287581,0.5528455284552846,0.1432397726792656,0.1044715144551425,0.6107592578927944,0.6014102524863127,0.8278631464214029,0.08408419454039583
18,0.7077380355134952,0.815974397821785,0.35753537122359075,0.4390243902439025,0.1333115956304062,0.0911681644461007,0.6910925564297016,0.5874696954990304,0.8180842503251862,0.02687836942003953
19,0.5684345223327911,0.8341513572992553,0.3480807996315948,0.5040650406504065,0.13378274762178033,0.10093513914432371,0.5672385977487729,0.6259992382704598,0.8365449037879195,0.04659496017620619
20,0.6227455212175346,0.6678956450594049,0.2968896488951036,0.4227642276422765,0.10860942462457027,0.0754265852068612,0.6630407540213369,0.5577665469729278,0.669723861178633,0.08867296130958878
21,0.44484596284106415,0.9063633513076351,0.45806014755976165,0.8211382113821138,0.2535466746529921,0.20801471919916778,0.4796415178185972,0.4940297709623817,0.9076352296094092,0.15581905694775483
22,0.37578788143478326,0.72132674285592,0.4021266734415654,0.7317073170731707,0.18844370707189498,0.14733275818140787,0.5319950001165515,0.4172570086286989,0.7218411881515187,0.12070276636430498
23,0.7174573422266151,0.7794271282173332,0.3818752684349579,0.5203252032520326,0.1491551393405886,0.10806860925201721,0.6202124953766158,0.5051309325091207,0.7808427191518679,0.0686015282716416
24,0.5008693270564168,0.836792304912478,0.46240712914492765,0.7154471544715447,0.25111976680224035,0.19985120665513922,0.5151650027479303,0.4304721138711745,0.8373371962281301,0.09957039967017821
25,0.43291358759804677,0.561097589598205,0.2586516456714292,0.47154471544715454,0.08848437804935935,0.061152839816002516,0.6596561344700457,0.5164420721448668,0.5626287418843637,0.053626878194111646
26,0.4461841407391671,0.4066913638905551,0.2123128071648036,0.38211382113821146,0.05352539971362477,0.06082258537731593,0.1487176380267502,0.4146503553909214,0.40759312010286397,0.08637434406622245
27,0.1588792760280795,0.6768451497053715,0.3450141817936406,0.7317073170731707,0.1969279221890963,0.22315981379306438,0.1579244646485345,0.4690032652413522,0.6779585005926648,0.14151859346343243
28,0.20404426426397704,1.0,0.5793926747220918,0.967479674796748,0.45791397691825975,0.3917544227268649,0.43655890929515595,0.40805117797396734,1.0,0.16448284189282275
29,0.3968556683109683,0.891953369796896,0.5341894496448166,0.8373983739837398,0.3411098858420702,0.2683617710266788,0.5324242878089859,0.38300217733268166,0.8917032748956479,0.12767397857686613
30,0.30834080387638196,0.8156300994628761,0.44074490743975336,0.8048780487804879,0.24322234326651393,0.20202729323613625,0.46498506025436137,0.4434203787443323,0.8163617575241404,0.14183883847295353
31,0.5123456800795854,0.7198975391100881,0.29836956562918443,0.5447154471544715,0.10983078988696968,0.08844397081005102,0.4861098815901538,0.6150135643619905,0.7221236302045533,0.08625267261352691
32,0.2770563507888928,0.7813103004338567,0.43036513355951234,0.894308943089431,0.23149941920090286,0.20011449570362924,0.4198810618611487,0.42894946899205916,0.7818971741738118,0.16100223075768438
33,0.31764288951072017,0.9683885443895017,0.9060976688759238,0.7154471544715447,0.9322282418314066,0.6693929504730791,0.6568159736480984,0.15012739542025183,0.9601419028377653,0.5837609295201682
34,0.5090759239359981,0.7983555136133006,0.7128129801508755,0.5203252032520326,0.48660182931975815,0.3515289450423922,0.6441941144735978,0.17016762208112635,0.7926272507392381,0.6271241557778322
35,0.3579031697023809,0.33202406544618657,0.3570902272651938,0.27642276422764234,0.135549624566676,0.09366648869672106,0.6780621640665451,0.09608313307959049,0.3281329222044819,0.4052888337688079
36,0.38778087948382334,0.3696507367775339,0.35433341685197234,0.3008130081300813,0.1509145669658354,0.11089037592178816,0.6029078965407958,0.13753564356029968,0.366608969450164,0.4429721290621935
37,0.38075146898788037,0.5482242621793671,0.6242296349801144,0.3170731707317074,0.4989176090036296,0.36456401393337057,0.6293240687912814,0.07275530682730402,0.5402486259959741,0.2899986143502062
38,0.3747875012580526,0.3832211891337885,0.407966017608579,0.33333333333333337,0.22993145064064124,0.22045263723597014,0.3117314514764188,0.09894707946727532,0.3787776606837082,0.344130095622605
39,0.4083804169629046,0.7414884474482292,0.7818292074949882,0.5528455284552846,0.6441026027069159,0.4437007454595178,0.7115278038110769,0.10031788834412492,0.7325964764160812,0.377467086231246
40,0.3727821547674761,0.7923676550368167,0.79195880272566,0.7317073170731707,0.6542679206675741,0.5314734150547037,0.4984298148871934,0.12173901524728714,0.7842065237981848,0.6196965752528796
41,0.45098781974958024,0.6563267213395556,0.6637406244818495,0.6422764227642277,0.5188266686709961,0.3544007512565347,0.7213601674952662,0.11706384031492167,0.6494241169488547,0.5542703328036056
42,0.5328618210496923,0.6663920798538802,0.6553284016965484,0.5365853658536586,0.4149085704542622,0.2927056585942228,0.6743904413791172,0.1284011691421572,0.6599503483386766,0.4487925540476565
43,0.3433736522696511,0.6138926336902054,0.7211489166597561,0.6585365853658537,0.6417252514112737,0.5014936255679299,0.5453475144623815,0.06083965007488079,0.6041079954571928,0.45212857669925455
44,0.395265614464535,0.6817310821746697,0.8568040746668385,0.6666666666666667,0.8020164458571423,0.522657741170886,0.7932773940125762,0.03650384261476031,0.6687224796633063,0.5066564765061083
45,0.2402524151913783,0.7781957509550014,0.7883268689159233,0.6260162601626017,0.7388118515445776,0.5855231067310205,0.5287837759811108,0.11628401624975648,0.7698654368223666,0.575014533261886
46,0.45519711659830797,0.7486670726499892,0.723838899364663,0.5772357723577236,0.4836493546384388,0.3419785946058671,0.6729562771363277,0.13551450637441725,0.7417324460210547,0.5695758670135405
47,0.29295592965421546,0.6129368486164469,0.7149325794902756,0.6422764227642277,0.5465821047311654,0.4332588955273813,0.5269663984714353,0.06338179511489139,0.6033504425504502,0.5390216151663091
48,0.32818638182934423,0.9747168442361931,1.0,0.7642276422764228,1.0,0.814506584282169,0.4968327194545935,0.11089398251427035,0.9637413867049958,0.6632676582855825
49,0.1759331632574963,0.7558183998316217,0.7477684674649984,0.8130081300813009,0.7458893609651077,0.6385812108166544,0.4378654384648165,0.1259682310967966,0.748297564747625,0.6729936461051078
50,0.3119702603876615,0.8151842940333416,0.7988851873595272,0.7398373983739838,0.7739264262940322,0.5487821737381365,0.6728451815171227,0.1299900616954579,0.8072623984742165,0.6393767599655426
51,0.006842038395306949,0.6621305866877752,0.7823788622981854,0.943089430894309,0.7592334520022653,0.95102082348961,0.07796782019838533,0.058234954389315086,0.6513651305740096,0.9132343396020676
52,0.06896406535501742,0.6839589503222209,0.8093776776110363,1.0,0.9122384418320002,0.8422168339433367,0.355840911994476,0.05748689637116933,0.6727750534973989,1.0000000000000002
53,0.0,0.567732856955708,0.6767953689977672,0.9593495934959351,0.5173266162634128,0.6594084410088908,0.06443012434532036,0.05625260001370597,0.5583741100844762,0.986814071283684
54,0.31749915293937203,0.24495072540766555,0.22234764728702133,0.1869918699186992,0.07521436458333064,0.05860886734709707,0.5105352289710473,0.15502704378860632,0.24349442804281468,0.5222250346860906
55,0.47836931545178185,0.12022412901897052,0.038443556096958376,0.08943089430894309,0.00447239417071438,0.004512996496674466,0.14334191293027165,0.41162530661013713,0.12149790851248983,0.3035287504853016
56,0.5100868732791071,0.06615282644348446,0.010123423207540366,0.06504065040650407,0.00017035422039244838,0.0004226143830478946,0.016302137038632813,0.37693050340834516,0.06741085445416091,0.22299564346577716
57,0.46359226744841253,0.0898718687318265,0.056157129010854484,0.07317073170731708,0.006198280495608823,0.007990958968235838,0.050002980570309274,0.22767658309174316,0.09039456371696154,0.5752958087805085
58,0.34558243328705873,0.15349697415774954,0.13848388882224938,0.1788617886178862,0.0273534780949946,0.028247541134028522,0.21198510103152712,0.1522970734817245,0.15282595642893632,0.5589255947219093
59,0.3574213187454176,0.3502169233280816,0.42028232525584097,0.3658536585365854,0.19522138766157446,0.13124690507286582,0.7262975279354208,0.05874575819668587,0.34458056370807655,0.5302860131067079
60,0.4894699558423721,0.5495552617094596,0.5058226214348583,0.3495934959349594,0.30756259196959546,0.22693103431462186,0.6114028000156017,0.15521235950572604,0.5453674623083785,0.4647811884102526
61,0.37465121175725535,0.41587706703171673,0.47419831045625593,0.3089430894308944,0.2525334945453613,0.17376956456644863,0.700566057849079,0.07425068323556983,0.4099473846741689,0.4453595738445262
62,0.2950915797100091,0.29383858515219,0.2398741476071221,0.33333333333333337,0.08706529890388544,0.07652658696519463,0.38670584889778226,0.19663238232759767,0.2927173427367946,0.5268965761169407
63,0.3190078178292597,0.2778582270958258,0.32111983694422386,0.4308943089430895,0.13692864039527047,0.12342401155015133,0.36911499903622824,0.07356127338225804,0.2739447005576617,0.5894897486437414
64,0.40515840026905603,0.7344773897862942,0.6523937619026378,0.5528455284552846,0.5089245007960461,0.35440770706626146,0.6943108425210166,0.1721276978179998,0.7293530331908743,0.39587596677631487
65,0.4091628392194937,0.3582578015576537,0.4855456484184494,0.3577235772357724,0.29191716185532335,0.18770298968770455,0.7993410454437929,0.019944880743512028,0.3503573599133163,0.50907143854624
